Packets,Bytes,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Bits/s A to B,Bits/s B to A
737,13841635,288,19737,449,13821898,4394682.795,3077613484
1238,21655511,583,40147,655,21615364,4299707.395,2314985937
1381,23971435,574,39245,807,23932190,6050362.698,3689601979
1254,18599307,541,37423,713,18561884,2402422.664,1191606520
1371,23973333,540,37053,831,23936280,2655851.144,1715682849
413,1090369,190,13398,223,1076971,3657153.464,293972848.4
427,1120913,188,12960,239,1107953,4644229.531,397036114.3
354,4404233,184,14009,170,4390224,2601716.912,815341568.2
395,5348217,179,12505,216,5335712,3693240.698,1575855155
448,7310035,218,15931,230,7294104,3148389.028,1441508820
480,9116949,213,14637,267,9102312,3987399.116,2479644109
1247,20994259,507,35147,740,20959112,4199914.283,2504523113
1335,25051747,503,34573,832,25017174,4206531.345,3043864478
1016,25412715,429,30279,587,25382436,2785714.379,2335222991
1128,32218385,424,28977,704,32189408,2839038.022,3153775519
170,1076873,72,5506,98,1071367,1128340.019,219554351.8
186,1113917,70,5068,116,1108849,1491686.929,326372446.5
244,4163493,113,8353,131,4155140,1841964.141,916271863.9
263,5216598,109,7424,154,5209174,3072557.722,2155911611
505,8506923,215,15635,290,8491288,3043248.212,1652772435
559,11952275,210,14433,349,11937842,4038398.22,3340245263
849,16767577,383,27009,466,16740568,3237366.854,2006566698
930,20254249,376,25945,554,20228304,4152925.707,3237874106
1754,34228991,771,53155,983,34175836,3269248.432,2101952747
1902,41190655,770,52785,1132,41137870,3724008.236,2902297370
187,1077333,87,7278,100,1070055,2100841.473,308878252.6
197,1106745,81,5708,116,1101037,1859390.136,358664565
466,6340261,188,14101,278,6326160,2784038.06,1249008596
476,6833711,183,12597,293,6821114,2614692.263,1415822339
1012,16017775,378,26415,634,15991360,3945255.197,2388415527
1075,17580893,375,25909,700,17554984,5663763.63,3837557602
1464,32572547,575,39791,889,32532756,5660630.472,4628079464
1565,36698825,571,39217,994,36659608,6564106.238,6136052262
1597,30063107,709,48883,888,30014224,2607020.354,1600713804
1740,36154775,710,48649,1030,36106126,2862767.527,2124677692
90,338103,44,3880,46,334223,880462.7195,75843013.27
93,403852,39,2808,54,401044,1366384.211,195149640.2
216,3662068,88,7156,128,3654912,2863841.658,1462701124
240,5486995,84,5865,156,5481130,3090823.37,2888525951
670,9650167,306,21431,364,9628736,3819931.178,1716257237
745,11302673,304,20993,441,11281680,5994790.004,3221612085
1561,33299195,604,41695,957,33257500,5738507.716,4577249559
1628,36228069,601,41189,1027,36186880,5819572.415,5112825478
2201,44643531,934,64127,1267,44579404,4597011.81,3195721719
2287,47858077,935,63985,1352,47794092,5967439.96,4457425560
125,590525,57,4238,68,586287,1083301.107,149864406.8
131,677306,58,4084,73,673222,1696971.095,279735130.8
256,3486040,120,9200,136,3476840,3075684.317,1162354593
288,4208709,115,8253,173,4200456,3646125.677,1855736154
820,15724788,327,22520,493,15702268,4539757.056,3165385522
898,18204941,327,22581,571,18182360,4877953.547,3927758180
1665,32967123,636,43895,1029,32923228,5057605.298,3793431879
3611,80040454,1369,93774,2242,79946680,62592.87284,53363324.33
1544,33526354,657,44998,887,33481356,4100097.253,3050731494
1641,37892376,655,44548,986,37847828,4156722.519,3531537195
164,773621,79,5826,85,767795,1313306.647,173077630.8
179,813993,78,5456,101,808537,1873063.313,277573495.6
148,2304213,64,5669,84,2298544,1587227.369,643554762.1
161,3281635,60,4233,101,3277402,2205368.494,1707507468
473,8009770,214,15030,259,7994740,3077575.166,1637020178
627,10225952,213,14797,414,10211155,9730.908441,6715132.418
1340,30195443,560,38747,780,30156696,5360035.802,4171702848
1478,34893481,556,38173,922,34855308,7069967.803,6455502720
1142,31094100,478,32604,664,31061496,2729165.54,2600047985
1248,37727473,476,32513,772,37694960,2885386.309,3345262556
113,427289,54,4174,59,423115,550127.4567,55765974.8
127,552795,52,3736,75,549059,860039.0845,126395128.4
293,3837501,133,10493,160,3827008,2585472.609,942973826.3
311,4401519,124,8709,187,4392810,4492126.979,2265823896
616,10179949,265,19569,351,10160380,2897008.473,1504149775
652,12023047,261,18145,391,12004902,2818985.405,1865067155
1576,34246111,613,42355,963,34203756,4324536.2,3492276732
1685,38190037,611,41917,1074,38148120,5711802.292,5198237452
2278,42444699,976,67051,1302,42377648,4218386.049,2666109068
2383,47394661,976,66749,1407,47327912,4511634.865,3198943173
131,510353,64,4854,67,505499,1562192.433,162687827.1
141,584665,62,4416,79,580249,1686823.349,221643469.6
304,4805833,132,9937,172,4795896,4807324.821,2320159996
325,5364398,128,8860,197,5355538,4667038.291,2821049765
786,11679087,388,27055,398,11652032,6602342.129,2843492950
896,15170573,387,26685,509,15143888,6763621.197,3838393175
1496,23803255,585,40427,911,23762828,4829451.375,2838732094
1584,27829015,582,39921,1002,27789094,6113087.759,4255333543
1380,30355183,566,39087,814,30316096,3007211.89,2332410376
1512,36920932,562,38368,950,36882564,2998433.409,2882347584
140,630305,66,4850,74,625455,1800251.766,232160096.6
161,662165,65,4572,96,657593,1825291.698,262532599.2
434,3638859,178,12787,256,3626072,3527481.24,1000305072
536,7025298,174,12060,362,7013238,7843.065666,4560969.002
481,9152127,212,15067,269,9137060,2597099.327,1574955358
539,11147369,211,14685,328,11132684,3046128.624,2309267102
1398,28063859,548,37971,850,28025888,4637392.579,3422797530
1498,31913021,546,37533,952,31875488,5125530.99,4352937457
1241,24371903,544,37683,697,24334220,3467039.531,2238879672
1381,30557175,544,37381,837,30519794,3714511.782,3032720751
85,662008,42,3334,43,658674,3261028.376,644257529.8
89,792886,40,2896,49,789990,0,0
614,6339401,269,19789,345,6319612,5256390.829,1678627043
642,7016027,264,18285,378,6997742,5682929.812,2174879772
234,6161785,82,5729,152,6156056,1884091.382,2024536928
595,17884149,79,5517,516,17878632,3565.747233,11555316.76
2511,50188098,1102,76134,1409,50111964,48968.72733,32231579.86
2670,56548862,1095,75082,1575,56473780,48300.46561,36329744.39
2114,40133007,929,63955,1185,40069052,4308187.186,2699163105
2234,45572657,928,63585,1306,45509072,4700169.899,3364006768
22,186612,10,680,12,185932,0,0
23,187044,12,1272,11,185772,0,0
497,6495957,175,12165,322,6483792,4481138.743,2388390591
465,5621581,174,12097,291,5609484,4737173.419,2196668471
612,13031945,252,18609,360,13013336,4325448.95,3024800932
648,14648507,246,17037,402,14631470,4310054.362,3701498567
695,15226345,288,20901,407,15205444,2678708.144,1948755881
781,21220971,282,19329,499,21201642,3110989.612,3412390089
1836,36600443,814,56059,1022,36544384,3482225.051,2270032812
1933,41209955,810,55485,1123,41154470,4622807.14,3428839826
169,816969,83,6042,86,810927,2081496.155,279367996.2
195,959405,82,5680,113,953725,2070055.432,347581622.7
109,1820465,49,4649,60,1815816,1512709.657,590837255
115,2320707,44,3145,71,2317562,1684197.336,1241091175
521,10781520,209,14304,312,10767216,3208036.418,2414822501
581,14321807,207,14221,374,14307586,3419002.022,3439818962
921,21221139,375,26171,546,21194968,1982947.38,1605919004
984,24271081,371,25597,613,24245484,2535264.11,2401402720
2261,40941691,942,64751,1319,40876940,3233287.597,2041156169
2375,45801391,938,64177,1437,45737214,3516563.481,2506159784
171,898985,77,5674,94,893311,844992.3583,133035066.7
193,978889,75,5236,118,973653,1558181.921,289749522.9
468,6476919,176,12655,292,6464264,2205598.464,1126635381
506,7122775,173,12149,333,7110626,3329966.433,1948979002
689,13441135,268,18675,421,13422460,4843398.092,3481141481
726,14690867,270,18609,456,14672258,4835179.968,3812295554
1327,25565315,552,38087,775,25527228,5533500.565,3708743943
1492,33484547,552,37785,940,33446762,5749001.537,5088937042
1969,35558299,802,55255,1167,35503044,4325115.881,2779020531
2069,40019817,794,54409,1275,39965408,4428680.687,3253028553
167,1075073,75,5562,92,1069511,621285.1227,119466248.3
186,1112607,73,5124,113,1107483,1050604.609,227073915.7
348,5557079,149,10779,199,5546300,1721583.191,885835128.9
387,6644185,147,10341,240,6633844,3759183.594,2411549902
472,7600717,218,16141,254,7584576,3996577.616,1877972038
500,8730983,217,14909,283,8716074,3865610.467,2259906559
1273,20843787,567,39219,706,20804568,4690835.752,2488355424
1359,24323137,561,38521,798,24284616,5760526.82,3631582300
1152,22748169,511,36229,641,22711940,3496193.448,2191761733
1272,29027285,506,34825,766,28992460,3435710.688,2860293028
86,728257,43,4238,43,724019,2053673.419,350849121
85,922809,37,2668,48,920141,1503531.545,518538613
444,6687247,195,13835,249,6673412,3365122.512,1623191106
478,7499471,193,13397,285,7486074,3758994.628,2100478611
445,6945685,191,14461,254,6931224,3082542.45,1477476814
493,8612679,185,12889,308,8599790,3371507.699,2249535123
1106,27281903,472,32719,634,27249184,4096975.827,3412061743
1170,30167863,467,32077,703,30135786,4460852.575,4190893742
1455,32643647,609,42039,846,32601608,3552031.416,2754631077
1541,37075249,606,41533,935,37033716,3599386.926,3209464118
175,1078517,72,5362,103,1073155,1016616.499,203466445.2
195,1125261,70,4924,125,1120337,1888445.291,429670010.6
554,7970935,197,14043,357,7956892,3230586.474,1830479789
583,8259369,197,13741,386,8245628,3830222.416,2298419998
674,10379988,296,21356,378,10358632,6144850.257,2980532052
737,12288641,290,20029,447,12268612,6108215.117,3741540830
1157,32800574,421,28838,736,32771736,5400120.453,6136740476
1212,36050364,420,28568,792,36021796,5375676.129,6778266202
1907,36325373,803,55453,1104,36269920,4564174.59,2985271261
802,55107,799,54593,3,514,4642635.862,43711.00385
1184,39971062,0,0,1184,39971062,0,3513121615
167,1073649,71,5314,96,1068335,870301.1909,174966733.7
182,1110625,69,4876,113,1105749,1388653.291,314910169.9
255,3824457,106,8525,149,3815932,2356249.762,1054696641
288,6171599,101,7021,187,6164578,3691890.179,3241553194
605,10449693,258,17969,347,10431724,3432051.612,1992443384
662,12369371,255,17665,407,12351706,3679838.05,2573013174
1270,32403655,465,31981,805,32371674,4981647.785,5042502676
1178,28986021,472,32445,706,28953576,5060469.846,4515909949
1459,25583047,652,44971,807,25538076,3219222.303,1828127990
1564,30328075,648,44397,916,30283678,3269215.44,2229967514
67,464821,33,3558,34,461263,1401337.799,181670960.4
65,594145,27,1988,38,592157,2500512.162,744816790.8
160,2764445,78,6613,82,2757832,1500099.158,625589212.3
168,3411975,71,4981,97,3406994,1863323.919,1274509820
1303,20993727,525,36311,778,20957416,4786100.577,2762366798
1333,21658805,523,35873,810,21622932,5858671.971,3531393127
813,19115680,316,22660,497,19093020,2878570.12,2425445582
914,25688586,311,21148,603,25667438,3673155.03,4458127435
1653,38192263,685,47119,968,38145144,3415368.364,2764908382
1750,42198687,682,46613,1068,42152074,3809788.272,3445186475
166,902224,73,6230,93,895994,875848.6321,125963903.6
179,936184,67,4660,112,931524,974258.5626,194752196
367,5290305,160,12253,207,5278052,3388216.374,1459494182
377,5893285,156,10817,221,5882468,5436415.313,2956414821
762,11426027,320,22403,442,11403624,3865368.939,1967558541
816,12850125,320,22101,496,12828024,4200054.361,2437826259
1734,33415447,772,53119,962,33362328,4645132.969,2917457966
1808,36532265,770,52681,1038,36479584,5150915.45,3566812567
1941,42795419,824,56567,1117,42738852,4928205.3,3723475471
2065,47923141,823,56297,1242,47866844,4920427.294,4183621253
270,853289,118,8482,152,844807,2124861.477,211636153
288,901051,117,8120,171,892931,2892774.263,318109336.9
199,2107855,88,6523,111,2101332,2066310.659,665645363.9
220,2453199,87,6153,133,2447046,2987549.45,1188147396
1069,19288051,415,28891,654,19259160,6260730.631,4173493923
1128,20368877,411,28329,717,20340548,6772016.516,4862385789
1306,28146742,557,38290,749,28108452,4713420.799,3460093035
1364,30705372,553,37816,811,30667556,4657926.229,3777427900
1470,30527373,657,45993,813,30481380,4267988.881,2828565019
651,44421,651,44421,0,0,4196196.883,0
122,865493,49,3762,73,861731,1344722.367,308024707.6
50,3838,47,3324,3,514,4730287.179,731458.3665
287,3905383,120,10795,167,3894588,3672221.802,1324853262
285,4503938,103,7024,182,4496914,3047998.27,1951393237
990,21249827,390,27619,600,21222208,5504215.04,4229392681
1003,22342683,384,26257,619,22316426,5435165.669,4619471853
712,20443865,263,19109,449,20424756,2255758.199,2411079115
764,23927619,259,17765,505,23909854,3043975.073,4096875856
1958,35723147,879,60463,1079,35662684,4861469.125,2867423667
2069,40733765,881,60297,1188,40673468,5270528.353,3555245971
162,782889,76,6714,86,776175,251540.404,29079441.92
175,848213,71,5220,104,842993,196299.2422,31700936.22
196,2880050,95,14926,101,2865124,2828636.524,542971619.5
204,3523743,88,6137,116,3517606,1295184.108,742373698.7
888,12826527,435,30179,453,12796348,4938313.827,2093919025
976,15170763,430,29525,546,15141238,7084864.863,3633314990
1398,29577187,607,42919,791,29534268,4800528.272,3303434109
1470,33008415,602,41137,868,32967278,4710936.379,3775354286
78,569411,38,3324,40,566087,3518044.797,599133401
77,621546,34,2464,43,619082,3411126.585,857048323.4
631,9619387,231,16747,400,9602640,3540238.317,2029953667
646,9703504,226,15556,420,9687948,4604926.311,2867850774
604,10894386,271,19422,333,10874964,3153731.053,1765869204
648,12929362,266,18204,382,12911158,3078542.404,2183451296
977,19777099,393,27251,584,19749848,3432510.078,2487672096
1068,22920449,393,26949,675,22893500,3577647.846,3039254924
2262,44544757,977,67337,1285,44477420,4653896.149,3073990431
2368,48912309,976,66773,1392,48845536,4995747.923,3654470894
154,765349,72,5374,82,759975,907032.0236,128269754.8
168,795893,70,4936,98,790957,1606918.67,257496671.5
232,4025803,102,8043,130,4017760,1852650.642,925463837.1
239,4677539,96,6673,143,4670866,2150753.372,1505451941
1163,13553251,481,33387,682,13519864,9389389.803,3802176691
1268,15779879,476,32745,792,15747134,10987642.51,5283978590
775,16886797,341,24717,434,16862080,3447870.368,2352157057
852,20523981,337,23281,515,20500700,3570630.289,3144212893
1502,34276551,607,41899,895,34234652,2747644.367,2245033264
1598,38333145,603,41325,995,38291820,3435292.06,3183147858
67,346852,30,2482,37,344370,323095.3524,44828503.83
81,415481,27,1964,54,413517,423094.1664,89081787.37
197,4993193,77,6545,120,4986648,1697597.569,1293402830
209,5795347,74,5185,135,5790162,1922199.575,2146547142
1542,19627079,535,37075,1007,19590004,5595876.62,2956796908
1580,20232105,534,36705,1046,20195400,7246755.76,3987226026
791,13545629,355,25613,436,13520016,4171904.266,2202171258
872,17615836,346,23692,526,17592144,3941025.265,2926349990
1302,26735939,533,36927,769,26699012,2992920.718,2163945789
1420,31387985,532,36557,888,31351428,3169593.234,2718255712
344,1088573,119,8570,225,1080003,1480306.398,186550215.9
364,1136777,116,8076,248,1128701,2064189.692,288490957.1
606,5806029,217,16193,389,5789836,3454993.222,1235338982
618,5957727,211,14621,407,5943106,6191577.469,2516736284
393,8934825,167,12673,226,8922152,3201570.748,2253996753
421,10749155,164,11305,257,10737850,3339975.862,3172415729
559,9510279,240,17059,319,9493220,2819705.25,1569147211
637,12697231,237,16469,400,12680762,2817132.516,2169129088
1348,27807591,571,39523,777,27768068,2973583.22,2089179998
1497,33936653,575,39493,922,33897160,3668419.611,3148634100
164,1073469,74,5542,90,1067927,802318.6604,154604431.6
177,1108671,71,5048,106,1103623,984634.3739,215266470.2
556,6643199,241,16939,315,6626260,2889813.287,1130447735
586,7189219,239,16501,347,7172718,7528408.038,3272477295
739,14042581,318,23121,421,14019460,3348414.971,2030317449
778,15727947,313,21617,465,15706330,3324419.311,2415433536
986,22316655,377,26211,609,22290444,2580494.405,2194512457
1097,27103619,376,25841,721,27077778,2759222.433,2891281780
2051,39363665,911,63265,1140,39300400,3624731.671,2251693741
2142,44654295,900,61353,1242,44592942,4074231.998,2961256845
100,451221,42,3502,58,447719,120401.754,15392962
118,532717,40,3064,78,529653,106087.6157,18338650.11
460,5750491,184,13147,276,5737344,3757693.373,1639855444
492,6177101,182,12709,310,6164392,3617626.629,1754698926
761,11265663,305,21343,456,11244320,3225600.047,1699371181
819,13419715,305,21049,514,13398666,4774658.854,3039292092
921,16992721,416,29725,505,16962996,2272734.723,1296968546
